0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14.2857 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 43.5939 , 43.5939 , 43.5939 , 43.5939 , 
0.0285714 , 0 , -1.96196e-05 , 2.2147e-18 , 4.94762e-09 , -9.19609e-27 , -1.95912e-05 , -1.95912e-05 , -1.95796e-05 , -1.95796e-05 , 0.0871881 , 0.0871881 , 0.0871881 , 0.0871881 , 14.2857 , -6.19837e-26 , -0.0196189 , 8.25714e-15 , 9.28777e-06 , -1.19738e-23 , -0.0195636 , -0.0195636 , -0.0195406 , -0.0195406 , 43.5946 , 43.5946 , 43.5945 , 43.5945 , 
0.0646282 , -4.8526e-22 , -0.000100365 , -2.26305e-15 , 1.0485e-07 , 4.8788e-21 , -9.97006e-05 , -9.97006e-05 , -9.94245e-05 , -9.94245e-05 , 0.197226 , 0.197226 , 0.197225 , 0.197225 , 14.2855 , -1.12026e-18 , -0.0443551 , -3.6311e-12 , 8.50789e-05 , 4.94462e-17 , -0.0437964 , -0.0437964 , -0.0435636 , -0.0435636 , 43.5998 , 43.5998 , 43.5991 , 43.5991 , 
0.108822 , -8.22411e-20 , -0.000284346 , -9.08079e-14 , 6.91048e-07 , 5.91999e-18 , -0.000279645 , -0.000279645 , -0.000277697 , -0.000277697 , 0.332132 , 0.332132 , 0.332127 , 0.332127 , 14.2848 , -1.01431e-16 , -0.0745497 , -8.24671e-11 , 0.000323063 , 7.57842e-15 , -0.0722682 , -0.0722682 , -0.0713289 , -0.0713289 , 43.6152 , 43.6152 , 43.6133 , 43.6133 , 
0.159273 , -3.07293e-18 , -0.000608028 , -1.22031e-12 , 2.64276e-06 , 2.24341e-16 , -0.000589186 , -0.000589186 , -0.000581493 , -0.000581493 , 0.486227 , 0.486227 , 0.486212 , 0.486212 , 14.2835 , -2.57541e-15 , -0.108654 , -7.3483e-10 , 0.000825336 , 1.86889e-13 , -0.102592 , -0.102592 , -0.100155 , -0.100155 , 43.6452 , 43.6452 , 43.6413 , 43.6413 , 
0.215494 , -5.12566e-17 , -0.00110932 , -9.06186e-12 , 7.5082e-06 , 3.56726e-15 , -0.00105447 , -0.00105447 , -0.00103252 , -0.00103252 , 0.658119 , 0.658119 , 0.658084 , 0.658084 , 14.2814 , -3.1202e-14 , -0.145878 , -3.93335e-09 , 0.00170501 , 2.14185e-12 , -0.133234 , -0.133234 , -0.128285 , -0.128285 , 43.6934 , 43.6934 , 43.6866 , 43.6866 , 
0.280567 , -5.68773e-16 , -0.00186953 , -5.00685e-11 , 1.84344e-05 , 3.68212e-14 , -0.00173419 , -0.00173419 , -0.00168117 , -0.00168117 , 0.85739 , 0.85739 , 0.857313 , 0.857313 , 14.2782 , -2.61128e-13 , -0.187458 , -1.63256e-08 , 0.00317239 , 1.65282e-11 , -0.164282 , -0.164282 , -0.155433 , -0.155433 , 43.7668 , 43.7668 , 43.7552 , 43.7552 , 
0.355593 , -4.74819e-15 , -0.00297507 , -2.24966e-10 , 4.0882e-05 , 2.79904e-13 , -0.00267871 , -0.00267871 , -0.00256489 , -0.00256489 , 1.08767 , 1.08767 , 1.08751 , 1.08751 , 14.2736 , -1.69058e-12 , -0.232725 , -5.66801e-08 , 0.00548091 , 9.65968e-11 , -0.1941 , -0.1941 , -0.179627 , -0.179627 , 43.8721 , 43.8721 , 43.8521 , 43.8521 , 
0.424027 , -2.23969e-14 , -0.00418395 , -6.72579e-10 , 7.33674e-05 , 1.20814e-12 , -0.00366358 , -0.00366358 , -0.00346627 , -0.00346627 , 1.29831 , 1.29831 , 1.29803 , 1.29803 , 14.2688 , -6.59143e-12 , -0.270948 , -1.39635e-07 , 0.00815784 , 3.4348e-10 , -0.215813 , -0.215813 , -0.195339 , -0.195338 , 43.9845 , 43.9845 , 43.9536 , 43.9536 , 
0.495815 , -8.70132e-14 , -0.00564079 , -1.75059e-09 , 0.000122658 , 4.29081e-12 , -0.00479558 , -0.00479558 , -0.00447788 , -0.00447788 , 1.51997 , 1.51997 , 1.5195 , 1.5195 , 14.2632 , -2.15331e-11 , -0.307408 , -3.05373e-07 , 0.0115251 , 1.02465e-09 , -0.233195 , -0.233194 , -0.205721 , -0.20572 , 44.1161 , 44.1161 , 44.0697 , 44.0697 , 
0.567574 , -2.75412e-13 , -0.00727088 , -3.9448e-09 , 0.000190235 , 1.24978e-11 , -0.00600175 , -0.00600175 , -0.00552705 , -0.00552705 , 1.74233 , 1.74233 , 1.74157 , 1.74157 , 14.2571 , -5.83865e-11 , -0.339754 , -5.90442e-07 , 0.0154164 , 2.56531e-09 , -0.245353 , -0.245352 , -0.21036 , -0.210359 , 44.2588 , 44.2588 , 44.1922 , 44.1922 , 
0.629253 , -6.52536e-13 , -0.0087948 , -7.25934e-09 , 0.000264866 , 2.77721e-11 , -0.00707883 , -0.00707882 , -0.00643823 , -0.00643822 , 1.93411 , 1.93411 , 1.93302 , 1.93302 , 14.2517 , -1.22339e-10 , -0.364072 , -9.64319e-07 , 0.0191324 , 5.07564e-09 , -0.251909 , -0.251908 , -0.210193 , -0.210192 , 44.3881 , 44.3881 , 44.2999 , 44.2999 , 
0.693643 , -1.44842e-12 , -0.0104907 , -1.27928e-08 , 0.000360683 , 5.81617e-11 , -0.00822593 , -0.00822592 , -0.00738073 , -0.00738072 , 2.13501 , 2.13501 , 2.13347 , 2.13347 , 14.246 , -2.40491e-10 , -0.385897 , -1.51485e-06 , 0.0233231 , 9.51677e-09 , -0.255197 , -0.255196 , -0.20636 , -0.206359 , 44.5277 , 44.5277 , 44.4127 , 44.4127 , 
0.758006 , -2.9397e-12 , -0.0122769 , -2.1241e-08 , 0.000476037 , 1.12499e-10 , -0.00938023 , -0.00938021 , -0.00829832 , -0.0082983 , 2.33655 , 2.33655 , 2.33441 , 2.33441 , 14.2402 , -4.34175e-10 , -0.404019 , -2.25929e-06 , 0.0277682 , 1.66262e-08 , -0.255148 , -0.255146 , -0.199242 , -0.19924 , 44.6701 , 44.6701 , 44.5237 , 44.5237 , 
0.822343 , -5.52179e-12 , -0.0141366 , -3.35419e-08 , 0.000611926 , 2.03623e-10 , -0.0105274 , -0.0105273 , -0.00917719 , -0.00917716 , 2.53873 , 2.53873 , 2.53586 , 2.53586 , 14.2344 , -7.26937e-10 , -0.418443 , -3.22397e-06 , 0.0324 , 2.73732e-08 , -0.252076 , -0.252073 , -0.189302 , -0.189298 , 44.8135 , 44.8135 , 44.6311 , 44.6311 , 
0.886654 , -9.6856e-12 , -0.0160532 , -5.07367e-08 , 0.000769033 , 3.48353e-10 , -0.0116544 , -0.0116543 , -0.0100056 , -0.0100056 , 2.74156 , 2.74156 , 2.73777 , 2.73777 , 14.2288 , -1.13619e-09 , -0.429225 , -4.42784e-06 , 0.037147 , 4.2837e-08 , -0.246297 , -0.246293 , -0.177002 , -0.176998 , 44.9562 , 44.9562 , 44.7333 , 44.7333 , 
0.950941 , -1.59702e-11 , -0.0180105 , -7.39309e-08 , 0.000947715 , 5.67686e-10 , -0.0127498 , -0.0127497 , -0.010774 , -0.010774 , 2.94503 , 2.94503 , 2.94014 , 2.94014 , 14.2234 , -1.66407e-09 , -0.436472 , -5.87985e-06 , 0.0419364 , 6.41435e-08 , -0.238132 , -0.238126 , -0.162797 , -0.16279 , 45.0968 , 45.0968 , 44.8288 , 44.8288 , 
1.0152 , -2.48682e-11 , -0.0199929 , -1.04243e-07 , 0.001148 , 8.86694e-10 , -0.0138034 , -0.0138033 , -0.0114748 , -0.0114746 , 3.14913 , 3.14913 , 3.14292 , 3.14292 , 14.2183 , -2.28585e-09 , -0.440328 , -7.57668e-06 , 0.0466952 , 9.23817e-08 , -0.227896 , -0.227889 , -0.147122 , -0.147114 , 45.2338 , 45.2338 , 44.9167 , 44.9167 , 
1.07944 , -3.66752e-11 , -0.0219853 , -1.42747e-07 , 0.00136958 , 1.33407e-09 , -0.0148068 , -0.0148067 , -0.0121021 , -0.012102 , 3.35384 , 3.35384 , 3.34607 , 3.34607 , 14.2134 , -2.93672e-09 , -0.440974 , -9.5011e-06 , 0.0513519 , 1.28503e-07 , -0.215899 , -0.21589 , -0.130396 , -0.130386 , 45.366 , 45.366 , 44.9959 , 44.9959 , 
1.14662 , -5.20076e-11 , -0.024065 , -1.9283e-07 , 0.00162348 , 1.97361e-09 , -0.0157945 , -0.0157944 , -0.0126757 , -0.0126755 , 3.5686 , 3.5686 , 3.55894 , 3.55894 , 14.2087 , -3.5193e-09 , -0.438442 , -1.17227e-05 , 0.0560393 , 1.75486e-07 , -0.201794 , -0.201782 , -0.112198 , -0.112186 , 45.498 , 45.498 , 45.0689 , 45.0689 , 
1.21377 , -6.94598e-11 , -0.0261255 , -2.53815e-07 , 0.00189895 , 2.82581e-09 , -0.0167125 , -0.0167123 , -0.0131623 , -0.0131621 , 3.78396 , 3.78396 , 3.77213 , 3.77213 , 14.2044 , -3.79103e-09 , -0.432892 , -1.41035e-05 , 0.0604662 , 2.32245e-07 , -0.186422 , -0.186408 , -0.0936877 , -0.0936733 , 45.6225 , 45.6224 , 45.1312 , 45.1312 , 
1.28334 , -8.74758e-11 , -0.0282261 , -3.29148e-07 , 0.00220571 , 3.97347e-09 , -0.0175846 , -0.0175843 , -0.0135743 , -0.013574 , 4.00775 , 4.00775 , 3.99335 , 3.99335 , 14.2005 , -3.42124e-09 , -0.424261 , -1.66626e-05 , 0.0647072 , 3.0119e-07 , -0.169492 , -0.169476 , -0.0745734 , -0.0745567 , 45.7425 , 45.7424 , 45.1843 , 45.1843 , 
1.3529 , -1.01186e-10 , -0.0302779 , -4.17053e-07 , 0.00253224 , 5.42867e-09 , -0.018372 , -0.0183716 , -0.0138937 , -0.0138932 , 4.23211 , 4.23211 , 4.21481 , 4.21481 , 14.1971 , -1.95062e-09 , -0.413027 , -1.92189e-05 , 0.0685292 , 3.79484e-07 , -0.15187 , -0.151851 , -0.0558932 , -0.0558743 , 45.8526 , 45.8525 , 45.2258 , 45.2257 , 
1.42648 , -1.03539e-10 , -0.0323825 , -5.23427e-07 , 0.0028968 , 7.33925e-09 , -0.0191099 , -0.0191093 , -0.0141338 , -0.0141333 , 4.47004 , 4.47004 , 4.4493 , 4.4493 , 14.194 , 1.40848e-09 , -0.398688 , -2.17983e-05 , 0.0720533 , 4.70486e-07 , -0.132809 , -0.132788 , -0.0369551 , -0.0369341 , 45.9576 , 45.9575 , 45.2572 , 45.2571 , 
1.50004 , -8.2119e-11 , -0.0344071 , -6.42535e-07 , 0.00327813 , 9.65766e-09 , -0.0197485 , -0.0197479 , -0.0142787 , -0.0142781 , 4.70849 , 4.70848 , 4.68392 , 4.68392 , 14.1915 , 7.35319e-09 , -0.382225 , -2.41088e-05 , 0.0749883 , 5.66704e-07 , -0.113644 , -0.113622 , -0.0191767 , -0.0191541 , 46.0503 , 46.0502 , 45.2763 , 45.2763 , 
1.57916 , -1.47342e-11 , -0.0364844 , -7.82839e-07 , 0.00370342 , 1.26193e-08 , -0.0203251 , -0.0203244 , -0.0143359 , -0.0143352 , 4.96549 , 4.96549 , 4.9364 , 4.93639 , 14.1894 , 1.75557e-08 , -0.362604 , -2.61278e-05 , 0.0774396 , 6.7115e-07 , -0.0932515 , -0.093228 , -0.00163738 , -0.00161386 , 46.136 , 46.1359 , 45.2842 , 45.2841 , 
1.66203 , 1.31582e-10 , -0.0385382 , -9.3994e-07 , 0.00416123 , 1.62283e-08 , -0.0208088 , -0.0208079 , -0.0142967 , -0.0142958 , 5.23518 , 5.23518 , 5.20088 , 5.20088 , 14.1879 , 3.35364e-08 , -0.340438 , -2.75362e-05 , 0.079185 , 7.74688e-07 , -0.0724812 , -0.0724576 , 0.0147197 , 0.0147432 , 46.2101 , 46.21 , 45.2794 , 45.2793 , 
1.74857 , 4.04169e-10 , -0.0405409 , -1.10997e-06 , 0.00464746 , 2.04977e-08 , -0.0211871 , -0.0211861 , -0.0141608 , -0.0141598 , 5.51724 , 5.51723 , 5.47702 , 5.47702 , 14.1871 , 5.70905e-08 , -0.316091 , -2.80407e-05 , 0.0800884 , 8.67399e-07 , -0.0517752 , -0.0517526 , 0.0294021 , 0.0294243 , 46.2706 , 46.2704 , 45.2621 , 45.262 , 
1.84011 , 8.7562e-10 , -0.0424954 , -1.28928e-06 , 0.00516459 , 2.5459e-08 , -0.0214543 , -0.0214531 , -0.0139284 , -0.0139273 , 5.81596 , 5.81596 , 5.76899 , 5.76899 , 14.1868 , 9.0548e-08 , -0.289611 , -2.73159e-05 , 0.0800229 , 9.37283e-07 , -0.0312894 , -0.0312694 , 0.0421424 , 0.0421618 , 46.3165 , 46.3163 , 45.2322 , 45.232 , 
1.93841 , 1.6567e-09 , -0.0444029 , -1.47131e-06 , 0.00571556 , 3.10975e-08 , -0.0216003 , -0.021599 , -0.0135983 , -0.013597 , 6.13701 , 6.137 , 6.08226 , 6.08226 , 14.1873 , 1.36643e-07 , -0.261011 , -2.49487e-05 , 0.0788156 , 9.67127e-07 , -0.0112197 , -0.0112042 , 0.0525999 , 0.0526144 , 46.3462 , 46.346 , 45.1894 , 45.1893 , 
